LinkedIn_news_id (by day),LinkedIn_avg_popularity (by day)
21078,477.0
21079,297.0
21080,116.0
21083,612.0
21084,153826.0
21086,5878.5
21093,-1.0
21101,-9.0
21102,-72.0
21103,171.5
21108,-18.0
21125,66.5
21129,6478.5
21131,259.5
21137,-12.0
21141,715.5
21142,60.5
21143,6069.0
21146,-12.0
21147,4415.0
21148,430.0
21152,-9.0
21153,-12.0
21154,29439.0
21159,15354.5
21161,11771.5
21164,119.0
21165,2727.5
21167,1731.5
21168,0.0
21173,2977.0
21179,-13.5
21180,0.0
21182,-1.5
21183,-12.0
21184,11.5
21190,0.0
21192,-12.5
21196,5667.5
21197,-12.0
21200,0.0
21201,3539.0
21202,-12.0
21208,-12.0
21213,280.5
21214,38.5
21218,1724.5
21219,-0.5
21221,205.0
21222,-12.0
21225,66.5
21226,142.0
21231,188.5
21232,70.5
21234,58.0
21235,156.5
21236,2407.0
21237,100.5
21239,-1.0
21240,-12.0
21241,-13.0
21242,-12.0
21246,53353.0
21247,58.5
21252,237.5
21253,67.0
21254,0.0
21255,68.5
21256,0.0
21258,903.0
21259,-16.5
21262,5322.0
21263,-13.5
21268,3636.5
21269,-0.5
21271,2607.5
21272,-12.5
21273,646.0
21277,808.5
21278,-0.5
21279,0.0
21280,-12.0
21283,3199.5
21284,139.5
21288,-0.5
21289,0.0
21291,45.0
21292,-12.0
21298,66.0
21299,-0.5
21300,-1.5
21301,0.0
21306,69.0
21307,2937.0
21308,-12.5
21309,531.5
21310,-12.5
21311,-13.0
21316,2401.0
21317,-1.0
21318,0.0
21319,-1.0
21320,-12.0
21323,468.0
21324,211.5
21325,-13.5
21330,786.5
21332,-12.0
21333,-13.0
21334,685.0
21339,1380.5
21340,140.5
21341,-12.5
21345,2123.5
21346,8972.5
21347,0.0
21348,123.0
21349,0.0
21350,72.0
21351,655.5
21352,69.5
21356,-12.0
21357,-12.0
21360,335.0
21364,442.0
21365,3492.0
21367,-13.0
21370,3449.0
21371,448.0
21372,-0.5
21373,3185.5
21376,5097.0
21381,6399.0
21382,6938.0
21383,312.5
21388,6623.0
21389,0.0
21394,0.0
21395,56.5
21396,59.5
21400,216.0
21402,-12.5
21404,-12.0
21405,-12.0
21409,-12.0
21410,-13.5
21412,-7.5
21414,-12.0
21415,166.5
21416,562.0
21419,1913.5
21420,572.5
21421,66.0
21425,1589.5
21426,340.0
21440,-0.5
21441,-3.0
21442,547.5
21444,130.0
21446,-13.0
21447,-16.5
21449,0.0
21450,-72.0
21454,-0.5
21462,1671.0
21463,-10.5
21467,47.0
21469,1966.0
21470,0.0
21471,-15.0
21478,923.0
21482,1171.5
21483,0.0
21492,935.0
21493,-12.5
21497,-13.5
21518,-1.0
21519,-65.0
21520,71.0
21521,917.5
21522,-9.0
21523,12878.0
21524,3066.5
21530,-15.5
21531,-17.5
21532,50.5
21533,108.0
21534,21.0
21537,-33.5
21540,-3.0
21545,-12.0
21547,-1.0
21548,-72.0
21549,-12.5
21559,2070.5
21561,-12.5
21567,690.0
21568,0.0
21570,332.5
21571,-0.5
21572,396.5
21575,922.5
21584,49.5
21588,7516.5
21589,10125.0
21597,1261.0
21598,-22.5
21599,0.0
21600,-12.0
21603,250.5
21604,2290.0
21608,29543.0
21609,1417.5
21612,-14.0
21613,-12.0
21614,-27.0
21615,-13.5
21618,2072.5
21620,882.5
21621,288.0
21624,0.0
21625,567.5
21626,-12.0
21627,-13.0
21632,-12.0
21636,8984.5
21637,122.0
21638,794.5
21641,-1.0
21642,141.0
21644,-54.0
21647,721.5
21648,5518.5
21649,246.0
21652,0.0
21653,-12.0
21654,-48.0
21661,100.5
21662,3445.5
21663,478.5
21664,-12.0
21665,-12.5
21667,-13.5
21671,70.0
21672,-12.5
21679,421.5
21680,1488.0
21681,-4.5
21693,-12.0
21694,712.0
21695,-14.0
21696,-12.0
21698,139.5
21699,-12.0
21700,1095.5
21701,-16.5
21704,11688.5
21705,-1.5
21714,-9.0
21716,-1.5
21721,4585.5
21722,-7.5
21725,-12.0
21734,13122.0
21735,-15.0
21736,1006.0
21741,-12.0
21743,9544.5
21744,5002.0
21746,404.0
21749,-0.5
21750,-12.0
21753,-1.5
21754,1380.5
21756,86.0
21762,6175.5
21763,3318.0
21766,7112.0
21767,12272.5
21768,1691.5
21769,2138.5
21770,725.0
21772,400.0
21773,-9.0
21774,19756.0
21775,-7.0
21778,1382.5
21781,6198.0
21782,1733.0
21784,92399.0
21790,8662.5
21793,-23.0
21798,4603.5
21799,-13.5
21804,-12.0
21806,-12.0
21808,-7.5
21809,-1.5
21815,-12.0
21817,-1.0
21820,24.0
21825,-13.0
21833,7110.5
21836,-1.5
21837,-12.0
21840,9134.5
21841,67.5
21843,-12.5
21846,-9.0
21852,188.5
21857,859.5
21858,-12.0
21863,-13.5
21866,-13.0
21867,-42.0
21869,-0.5
21873,2598.5
21874,-13.5
21878,-12.5
21879,-70.5
21887,643.5
21889,324.0
21892,813.0
21895,-16.5
21900,-12.0
21915,349.5
21919,2249.5
21925,361.0
21926,5997.0
21928,3869.0
21932,-19.5
21935,335.5
21940,0.0
21942,-12.0
21945,-6.0
21946,637.5
21948,-12.5
21949,865.5
21950,314.5
21952,9184.0
21956,-22.5
21957,1307.0
21958,156.5
21959,156.0
21960,511.0
21961,3709.0
21962,-18.0
21963,9.0
21964,452.5
21965,-14.5
21966,-22.0
21967,-19.0
21968,-20.5
21969,3579.5
21970,13298.0
21971,-25.0
21972,1777.0
21973,-25.5
21974,349.5
21975,-14.5
21985,-49.0
21986,12.5
21992,1920.5
21993,5998.5
21994,-0.5
21995,807.5
22004,-12.0
22005,-14.0
22006,3712.5
22007,-26.5
22020,1255.5
22022,11808.5
22023,-1.5
22024,1653.0
22026,-24.0
22027,-12.0
22028,-13.5
22037,60.0
22038,1828.0
22047,-12.5
22048,-53.0
22050,-12.0
22053,-12.0
22059,639.5
22060,0.0
22061,-12.0
22064,796.5
22065,-0.5
22066,-13.5
22069,2513.0
22070,5201.5
22071,42.5
22076,-12.0
22077,-12.0
22079,-0.5
22082,-12.0
22083,2675.0
22084,327.5
22086,-13.0
22087,428.5
22088,-12.5
22089,64.0
22090,1035.5
22091,439.0
22092,703.5
22103,449.0
22104,-14.0
22110,31.5
22113,763.0
22114,-12.0
22115,6344.5
22116,-12.0
22117,-12.0
22128,-20.5
22129,-69.0
22131,-12.0
22133,5737.0
22136,16218.0
22137,-12.0
22142,-14.0
22143,-19.0
22144,3808.0
22145,600.5
22150,353.0
22151,70.0
22157,668.0
22159,260.0
22168,-20.0
22170,-15.5
22171,39.0
22173,-17.0
22175,-14.0
22176,-20.5
22177,-20.5
22181,1291.0
22183,-12.0
22188,0.0
22191,532.0
22192,0.0
22197,130.5
22198,-12.5
22203,-0.5
22204,1655.0
22209,-1.5
22212,-30.5
22218,0.0
22219,-1.5
22224,256.5
22226,11140.5
22227,253.5
22236,64.5
22237,-4.5
22240,462.0
22243,2905.0
22246,1302.0
22257,283.0
22260,-6.0
22261,933.5
22263,76.0
22268,-1.5
22274,4464.5
22275,2531.0
22276,678.0
22279,-12.0
22282,-0.5
22283,5648.0
22288,-3.0
22294,42.5
22295,14857.5
22296,126.0
22305,4159.5
22308,139.0
22313,191.5
22314,0.0
22317,1683.0
22318,559.5
22320,793.5
22322,1552.5
22324,-67.0
22325,704.5
22328,15490.0
22329,-72.0
22335,435.5
22336,-1.5
22348,932.5
22351,793.5
22352,479.0
22354,140.5
22359,67.5
22365,603.5
22368,287.5
22373,2414.5
22376,72.0
22378,-7.0
22380,-24.0
22384,3912.5
22387,-0.5
22392,4823.0
22399,-15.0
22404,-15.0
22405,164.0
22407,86.5
22411,-12.0
22422,168.0
22425,-1.0
22426,-0.5
22433,432.0
22443,881.0
22447,-12.0
22451,-13.5
22456,843.0
22457,-1.5
22458,53.0
22459,-1.5
22466,378.5
22467,829.0
22468,179.0
22469,0.0
22472,27347.0
22473,632.0
22474,-0.5
22476,-12.5
22481,191.5
22484,468.5
22485,329.0
22486,1263.0
22488,-47.0
22492,0.0
22493,6700.5
22499,68.0
22500,70.5
22501,3282.0
22507,785.5
22515,4092.5
22522,210.5
22529,31372.5
22530,-0.5
22535,1895.0
22536,-12.0
22537,3357.0
22540,-6.0
22547,494.0
22548,330.0
22549,-60.0
22550,2720.0
22556,740.5
22557,0.0
22558,70.0
22564,0.0
22573,-1.0
22579,0.0
22586,1254.5
22587,63.0
22593,172.5
22594,142.0
22595,48.0
22596,271.5
22606,257.5
22611,66.5
22613,140.5
22617,10844.0
22621,1038.5
22625,69885.5
22634,498.0
22635,-12.0
22639,-10.5
22640,-16.5
22644,0.0
22645,340.5
22647,-1.0
22648,209.5
22650,-13.0
22654,0.0
22655,136.5
22657,68999.0
22659,-1.0
22669,4999.5
22672,373.5
22681,4018.0
22685,6701.0
22686,2526.0
22687,732.5
22693,57.0
22695,-1.0
22697,326.0
22699,-3.0
22703,-12.0
22704,692.5
22705,-3.0
22706,9252.5
22711,0.0
22712,-0.5
22713,-22.5
22715,-12.0
22716,0.0
22718,197.0
22720,-12.0
22721,-72.0
22722,5887.0
22729,-13.5
22730,309.0
22731,-12.0
22733,2885.5
22739,254.5
22743,782.5
22745,104.0
22746,-12.0
22749,0.0
22750,-42.0
22755,-13.5
22759,-1.0
22760,71.5
22761,-0.5
22762,-1.5
22764,177.0
22773,0.0
22774,-12.0
22775,-49.0
22777,3111.0
22779,-7.5
22782,1015.5
22783,-12.5
22785,-0.5
22786,-13.0
22789,-21.0
22796,447.0
22800,-12.0
22802,-20.0
22805,0.0
22827,-12.0
22828,-3.0
22835,0.0
22844,2750.0
22845,0.0
22847,919.5
22848,-59.0
22870,-6.0
22871,-0.5
22874,191.5
22876,21.0
22879,-0.5
22880,185.0
22882,-72.0
22884,-0.5
22888,-1.5
22892,-0.5
22897,0.0
22898,0.0
22900,0.0
22902,-12.0
22921,624.0
22924,71.0
22925,-12.0
22928,-12.0
22931,1877.0
22934,-1.5
22938,-0.5
22939,0.0
22945,18.5
22946,71.5
22948,-0.5
22953,206.0
22955,58.5
22957,-0.5
22958,318.5
22959,0.0
22962,240.0
22963,-12.0
22967,3649.5
22970,-0.5
22971,-9.0
22973,-12.0
22975,224.5
22976,-1.5
22979,70.5
22980,38.5
22981,-0.5
22986,-0.5
22987,0.0
22991,431.0
22996,2667.5
22997,70.0
23001,578.5
23002,560.5
23011,118.0
23012,68.0
23017,-12.0
23020,0.0
23021,2014.5
23022,-0.5
23031,-0.5
23032,142.0
23033,0.0
23034,72.0
23042,66.0
23043,69.0
23048,0.0
23049,257.5
23052,7576.5
23058,-0.5
23059,1091.5
23060,-1.5
23064,34.5
23065,69.0
23071,1311.5
23072,5716.5
23073,2568.0
23074,-1.0
23077,360.0
23080,4574.0
23081,-13.5
23085,-3.0
23088,1284.0
23089,157.5
23094,1349.5
23097,-1.0
23103,0.0
23104,2080.0
23105,1739.0
23106,2157.5
23113,283.0
23118,1653.5
23120,0.0
23121,569.5
23122,29.5
23131,-12.0
23135,3918.0
23137,47.5
23141,2110.0
23142,139.0
23143,223.0
23144,1317.0
23145,-9.0
23146,-9.0
23148,42.5
23150,473.0
23156,-3.0
23158,744.0
23159,1074.0
23163,-6.0
23169,343.0
23170,934.0
23171,-12.0
23190,-4.5
23191,3017.5
23198,157.0
23199,-12.5
23203,-1.5
23205,230.5
23206,227.0
23208,-9.0
23212,2653.5
23213,-14.5
23214,-12.5
23220,10251.5
23221,0.0
23222,7657.0
23229,-1.5
23234,-0.5
23235,694.5
23236,4534.0
23237,23406.5
23238,0.0
23250,-1.0
23251,-0.5
23257,9659.0
23260,0.0
23261,268.5
23262,-12.0
23266,795.5
23267,609.0
23270,133.0
23271,172.0
23273,-12.5
23275,31.0
23276,-3.0
23277,108.5
23283,659.5
23284,0.0
23285,-1.0
23287,-12.0
23288,256.0
23289,364.0
23295,939.0
23299,-1.5
23301,-12.5
23302,-13.0
23306,100.0
23307,1307.5
23308,11.5
23309,184.0
23310,69.0
23315,-6.0
23317,-14.5
23318,0.0
23319,70.5
23326,9820.0
23335,1776.0
23336,-0.5
23339,107.5
23340,-12.0
23344,77.0
23345,33.0
23346,834.5
23356,407.0
23357,169.5
23358,0.0
23359,-0.5
23360,-12.5
23367,1603.0
23368,0.0
23369,0.0
23370,-12.5
23375,-0.5
23376,714.0
23377,0.0
23379,71.0
23380,381.5
23381,-12.0
23383,1211.0
23384,830.5
23385,70.0
23386,-12.0
23391,48.5
23394,9847.5
23395,65.0
23396,245.5
23403,4279.5
23404,1570.0
23405,-1.0
23408,7487.5
23410,23.5
23413,0.0
23414,726.0
23418,-10.5
23423,416.5
23424,-1.5
23429,257.5
23432,4.5
23436,1712.0
23437,68.0
23443,16591.0
23445,448.5
23456,275.5
23462,266.5
23463,302.0
23464,1709.0
23472,5875.0
23479,222.0
23480,1173.0
23483,33.0
23484,4273.5
23487,578.0
23489,-12.5
23490,90.0
23491,-21.0
23495,381.0
23496,-1.5
23499,-12.0
23500,-52.5
23504,-1.0
23507,-1.0
23510,605.0
23525,5473.5
23526,134.5
23527,4005.5
23528,-12.0
23529,-12.0
23537,147.0
23538,1168.5
23543,173.0
23544,21.0
23547,-12.0
23548,-13.0
23551,232.5
23552,71.0
23560,0.0
23564,1246.0
23567,48.0
23570,57.0
23571,-9.0
23572,478.0
23576,50.5
23577,596.0
23580,162.0
23581,0.0
23586,1175.5
23587,0.0
23594,0.0
23595,-12.5
23601,179.5
23604,640.0
23605,-9.0
23606,-1.5
23607,-1.5
23615,51.0
23617,-12.0
23620,350.5
23621,-0.5
23626,-4.5
23627,596.0
23628,50.0
23631,70.0
23632,-0.5
23638,-3.0
23642,-10.5
23643,48.0
23653,5468.0
23657,0.0
23658,68.0
23664,-3.0
23665,333.5
23666,279.5
23675,5906.5
23681,-12.0
23684,1230.5
23685,1065.0
23686,0.0
23687,-12.5
23689,79.5
23695,-9.0
23696,2500.0
23697,540.5
23700,0.0
23704,-12.0
23709,3051.5
23710,-58.5
23714,0.0
23715,1410.5
23716,134.0
23717,3201.5
23725,2243.0
23731,-7.5
23732,2254.5
23743,1549.5
23744,82.0
23745,69.5
23751,113.5
23765,1002.0
23772,-1.5
23775,0.0
23778,-1.0
23780,-13.0
23781,-13.5
23782,-16.5
23783,-17.5
23790,729.5
23792,-9.0
23793,-12.0
23795,-0.5
23798,831.5
23799,0.0
23800,848.0
23801,-50.0
23803,-12.0
23805,-12.0
23807,0.0
23808,-1.5
23813,-3.0
23818,0.0
23819,-1.5
23820,2698.5
23821,-1.0
23822,48.0
23824,2369.5
23828,0.0
23830,-12.0
23831,-13.0
23832,7720.5
23834,17476.5
23838,-4.5
23842,-12.5
23845,214.5
23846,-12.5
23847,-12.5
23848,40.0
23849,-0.5
23858,1552.0
23860,1556.5
23861,924.5
23865,57.0
23866,21973.0
23867,-12.5
23868,-12.0
23869,482.0
23870,0.0
23871,48.0
23876,504.0
23877,445.0
23878,1755.5
23883,435.5
23885,154.0
23891,1080.5
23892,-1.0
23893,-0.5
23894,670.0
23899,0.0
23900,-13.5
23901,1301.5
23905,2053.5
23907,0.0
23909,-12.0
23913,-12.5
23914,-12.5
23918,10400.0
23919,-6.0
23920,0.0
23922,-15.5
23927,83.5
23928,-0.5
23929,154.0
23932,-65.0
23933,-12.0
23935,2134.5
23936,0.0
23937,46.0
23944,903.0
23945,-13.5
23947,244.5
23948,114.5
23952,-0.5
23953,-13.5
23959,651.5
23960,-6.0
23961,-12.0
23962,2032.0
23965,-1.5
23966,-7.5
23969,-12.0
23972,70.0
23975,590.0
23976,29.0
23977,4335.0
23979,-12.5
23980,582.0
23983,382.5
23984,12.0
23987,-0.5
23993,104.5
23999,348.5
24003,6948.0
24004,117.0
24005,-0.5
24008,1920.5
24011,-7.5
24016,-13.5
24021,636.0
24031,69.0
24032,54.0
24033,-10.5
24034,-26.0
24036,-14.5
24037,-15.5
24041,545.5
24043,98.5
24050,36.0
24051,-21.0
24058,82.0
24063,281.5
24064,-31.5
24067,-24.0
24071,627.5
24075,178.5
24097,57.0
24107,1937.5
24114,132.0
24121,-3.0
24125,128.5
24130,-1.0
24134,-32.5
24135,550.0
24137,1235.0
24138,-1.0
24143,753.5
24147,-1.0
24148,62.0
24149,0.0
24153,-0.5
24154,-12.5
24157,-0.5
24158,22.5
24159,47.0
24160,-13.5
24165,1147.5
24167,-12.0
24171,873.5
24173,-72.0
24177,-12.0
24178,7352.0
24184,6012.0
24187,69.0
24188,1071.0
24189,-12.0
24194,-1.0
24195,-0.5
24205,0.0
24206,1395.0
24210,-12.0
24213,-12.0
24215,668.0
24237,-10.5
24239,1618.5
24245,0.0
24250,57.5
24251,-1.0
24252,204.0
24253,-1.5
24259,61.0
24262,-1.0
24271,374.0
24273,751.5
24279,118.0
24285,45.5
24290,-1.0
24292,80.0
24293,-28.5
24294,-12.0
24298,-50.5
24301,135.0
24302,0.0
24303,-0.5
24305,-1.5
24312,62.0
24317,136.5
24318,-1.0
24320,-6.0
24325,1126.0
24327,359.0
24329,-12.0
24333,278.0
24334,311.0
24335,1076.5
24339,2993.0
24344,-0.5
24348,-72.0
24349,-7.5
24351,265.5
24352,155.0
24354,-4.5
24360,32.5
24361,9499.5
24369,100.5
24370,-12.0
24375,-6.0
24376,-9.0
24379,-7.5
24392,69.0
24397,-4.5
24417,-3.0
24418,-1.5
24419,-25.5
24420,-72.0
24425,45.0
24435,-30.0
24438,-12.0
24446,327.0
24447,1148.0
24450,69.5
24451,2822.5
24454,-4.5
24459,89.5
24461,-9.0
24467,-1.0
24468,-1.5
24479,19371.5
24485,-16.5
24491,-9.0
24494,0.0
24497,1862.0
24510,0.0
24523,65.5
24531,-3.0
24538,42.0
24541,121.5
24546,0.0
24550,-0.5
24553,-16.5
24563,0.0
24572,-1.5
24574,-12.0
24576,741.5
24582,0.0
24584,57.5
24587,0.0
24588,66.5
24594,4056.0
24595,-50.5
24596,-12.0
24598,3881.0
24599,0.0
24600,-1.5
24601,-12.0
24603,0.0
24604,625.0
24605,-12.0
24606,-12.0
24608,0.0
24609,-12.0
24614,223.5
24615,591.0
24616,0.0
24617,-1.0
24619,48.0
24622,284.0
24628,-12.0
24629,8110.5
24631,48.0
24635,40.0
24637,288.0
24648,-0.5
24654,6647.5
24655,1659.0
24656,135.0
24657,-72.0
24658,3416.5
24659,-12.0
24669,13079.0
24670,163.0
24672,119.0
24674,-6.0
24679,-15.0
24683,-12.0
24684,-12.5
24685,-12.5
24686,10118.0
24691,0.0
24692,-12.0
24693,-12.0
24695,-1.5
24696,0.0
24697,-12.5
24698,-12.0
24700,156.0
24701,0.0
24703,-12.5
24707,198.5
24708,-13.5
24709,256.0
24710,189.5
24713,-12.5
24716,2890.5
24717,-16.5
24720,-12.5
24724,453.5
24725,-12.5
24730,-13.0
24731,6.0
24732,-14.0
24734,4503.5
24739,-7.5
24740,36.0
24741,-12.0
24756,-10.5
24757,170.5
24758,-1.5
24760,-13.0
24761,791.5
24767,7659.0
24768,13.5
24769,-7.5
24770,-13.5
24771,-12.0
24775,-1.5
24777,1030.0
24778,59.5
24782,-0.5
24783,-12.0
24784,-12.0
24787,-1.0
24795,939.5
24796,86.0
24799,160.0
24801,-0.5
24802,-0.5
24804,-12.0
24805,-12.0
24807,0.0
24812,834.5
24813,0.0
24814,-13.5
24815,3900.0
24818,709.0
24825,422.5
24828,43.5
24831,6877.5
24833,60.5
24834,-17.5
24847,0.0
24850,183.5
24855,-12.5
24857,1898.0
24858,-1.0
24861,0.0
24862,-1.5
24870,-4.5
24872,141.0
24873,36.0
24882,0.0
24883,283.5
24884,203.5
24890,0.0
24898,2987.5
24899,-12.0
24902,1896.0
24903,-7.5
24904,-0.5
24908,609.5
24912,73.5
24914,-12.0
24935,-6.0
24936,1205.5
24937,314.5
24938,2263.0
24941,305.0
24942,478.5
24947,72.0
24949,5255.0
24950,67.5
24951,69.0
24952,-12.0
24954,0.0
24955,-12.5
24956,348.0
24957,843.0
24958,136.0
24959,3789.5
24960,-12.0
24962,8240.5
24963,-3.0
24964,41.0
24968,106.0
24969,-1.5
24970,171.0
24974,1610.5
24975,9115.0
24976,0.0
24979,185.5
24980,854.0
24983,515.5
24984,110.5
24992,-7.5
24995,4110.0
24996,141.0
24997,-15.0
24998,3003.5
25000,-0.5
25004,0.0
25005,-15.0
25007,-70.5
25008,-15.0
25014,497.0
25015,0.0
25016,-12.0
25023,13.0
25025,-12.0
25027,-1.5
25039,463.5
25042,-9.0
25045,-1.0
25047,277.5
25048,-0.5
25049,60.5
25052,-3.0
25061,-16.5
25064,832.5
25066,60.0
25069,248.5
25076,0.0
25077,121.5
25078,1409.5
25083,211.5
25084,151.0
25085,8.0
25093,-16.5
25098,0.0
25106,1112.5
25107,-12.0
25111,0.0
25112,-25.5
25115,129.0
25116,368.5
25118,2451.5
25119,557.0
25122,-0.5
25126,0.0
25127,-38.5
25133,-39.5
25136,3191.0
25137,49485.0
25138,999.0
25141,1539.0
25142,76.0
25143,195.5
25148,1856.5
25151,275.5
25153,3982.5
25154,-4.5
25155,-3.0
25156,3052.5
25157,-12.5
25160,86.0
25161,856.0
25162,-1.5
25164,-12.0
25165,13305.0
25168,808.5
25173,35165.5
25174,1308.0
25175,706.5
25180,8816.5
25181,0.0
25182,349.0
25185,384.5
25189,1380.5
25190,157.0
25191,-12.0
25196,185.0
25200,677.0
25201,-1.0
25202,-1.0
25203,-12.0
25207,9010.5
25208,72.0
25210,-12.0
25214,765.5
25215,47.5
25218,38985.5
25219,-1.0
25220,1071.0
25223,0.0
25227,36.5
25230,-1.5
25231,-3.0
25233,1406.0
25238,503.0
25239,-12.0
25243,185.0
25244,-9.0
25245,0.0
25248,-12.0
25256,-10.5
25257,70.0
25259,2162.5
25263,64.0
25270,719.5
25275,7529.5
25280,68.5
25281,-12.5
25282,-12.0
25285,2359.0
25286,-12.0
25287,3816.0
25289,671.5
25290,650.5
25291,-24.0
25292,-12.5
25296,328.5
25297,-13.0
25298,651.0
25300,0.0
25304,753.0
25307,-3.0
25315,-1.5
25319,1551.5
25320,-12.0
25325,29.5
25336,30.5
25340,149.5
25341,569.0
25342,-14.0
25343,-14.0
25349,-12.0
25356,-13.0
25359,332.5
25364,314.5
25376,0.0
25377,-12.5
25380,99.5
25381,1095.5
25384,2320.5
25385,-12.0
25387,-12.5
25390,2987.5
25391,-0.5
25392,0.0
25396,-1.5
25397,17539.5
25402,180.0
25403,-3.0
25404,864.5
25405,471.0
25407,-12.0
25413,46.5
25414,119.5
25419,298.5
25420,53.0
25422,3182.0
25423,-0.5
25428,3568.0
25429,67701.5
25431,34.5
25432,569.0
25434,6719.0
25438,-12.0
25439,187.0
25444,208.5
25446,-12.0
25447,-14.5
25453,-0.5
25454,-13.0
25455,1769.5
25458,0.0
25461,240.0
25462,1927.0
25467,3220.0
25468,-1.0
25473,658.5
25474,0.0
25476,3545.0
25479,-12.0
25480,96.0
25485,5034.5
25486,3341.5
25487,772.0
25488,1411.5
25489,64.5
25491,-12.0
25492,1838.0
25497,0.0
25498,569.5
25499,37.5
25504,894.0
25505,2769.5
25506,71.0
25507,-4.5
25508,46.5
25509,3377.5
25510,142.0
25517,141.0
25522,-1.0
25527,-12.0
25533,-0.5
25540,155.5
25541,94.5
25542,306.0
25543,-9.0
25547,690.0
25548,2165.0
25549,69.0
25555,103.5
25556,7005.5
25557,1138.0
25560,1849.0
25561,531.5
25562,179.5
25563,-12.0
25565,-1.0
25567,737.5
25568,115.5
25569,322.5
25573,495.0
25574,-1.5
25578,134.5
25579,2330.0
25580,-12.0
25586,133.0
25590,107.5
25592,-12.0
25595,-12.5
25602,47.5
25606,843.0
25611,2756.5
25612,64.0
25614,312.5
25618,-35.5
25622,-36.0
25628,-15.0
25629,-18.0
25640,1385.5
25642,60.0
25644,0.0
25645,-1.0
25648,1877.5
25658,-12.0
25665,-6.0
25669,2793.5
25671,-3.0
25672,-12.0
25673,353.5
25678,-12.0
25681,-1.5
25684,-1.0
25686,-12.0
25690,3198.0
25691,71.5
25692,283.5
25693,-1.0
25697,405.5
25699,-12.0
25704,72.0
25708,733.5
25709,568.0
25716,-17.5
25723,24.5
25726,607.0
25727,-0.5
25730,1909.5
25731,-14.5
25733,-1.0
25740,-1.0
25743,69.0
25746,386.0
25747,-1.0
25748,-1.0
25750,28863.0
25751,186.0
25752,181.5
25754,-1.0
25756,76.0
25758,-1.0
25762,-4.5
25763,0.0
25764,0.0
25765,11408.5
25766,96.0
25771,5648.0
25772,-3.0
25773,3419.0
25778,2891.0
25779,108.0
25788,1289.5
25789,84.0
25791,3519.5
25793,-1.0
25795,87.5
25796,765.0
25798,990.0
25800,-12.5
25804,89.5
25810,1705.0
25812,-13.5
25816,1192.0
25817,55.0
25820,24.0
25824,977.0
25825,47.5
25826,177.5
25827,493.5
25830,230.0
25831,-42.5
25834,27.0
25837,112.0
25838,-16.5
25851,48.0
25855,-1.0
25857,-72.0
25859,-0.5
25866,30.0
25869,-12.0
25871,-1.5
25872,-12.0
25874,-12.0
25875,-12.0
25878,-12.0
25879,-57.5
25882,-1.0
25884,46.0
25885,78.5
25886,-6.0
25887,48.5
25899,16.5
25904,4322.5
25905,0.0
25909,477.0
25910,-1.0
25913,-12.0
25914,-1.5
25915,1596.5
25921,210.0
25922,190.5
25923,-72.0
25924,-12.0
25931,-65.5
25932,0.0
25933,65.0
25935,2037.5
25939,-3.0
25940,-1.5
25942,-72.0
25948,0.0
25949,-12.0
25959,2617.5
25960,348.0
25961,-4.5
25964,237.5
25977,-10.5
25978,-0.5
25994,0.0
25997,-18.0
26005,45.5
26006,-0.5
26007,0.0
26010,1833.0
26011,1230.5
26012,3069.5
26013,0.0
26019,132.5
26022,478.5
26023,141.0
26026,-72.0
26033,191.0
26036,6064.0
26045,725.5
26046,0.0
26047,-44.0
26048,90.0
26051,1130.0
26052,-1.0
26056,2113.0
26057,-1.5
26059,-4.5
26068,-1.5
26074,413.5
26075,1126.0
26078,8.5
26079,-0.5
26081,906.5
26082,1144.5
26085,736.0
26086,545.0
26087,-1.0
26088,591.0
26090,-1.0
26107,0.0
26111,-1.5
26119,536.0
26120,0.0
26121,1139.5
26125,-12.0
26134,9385.0
26135,-0.5
26136,-12.5
26140,-13.0
26141,1093.0
26144,0.0
26147,50.0
26150,60.0
26151,69.0
26154,-33.0
26157,56.5
26160,1107.0
26168,25436.0
26169,189.0
26174,343.0
26181,-1.5
26182,196.0
26183,518.5
26184,882.5
26187,3215.5
26190,-1.0
26191,4940.0
26192,228.0
26193,1752.5
26194,-3.0
26199,421.0
26201,-15.5
26205,-1.5
26206,-0.5
26211,3102.5
26213,2705.5
26214,257.0
26215,1176.0
26216,135.5
26217,6216.5
26219,-12.0
26223,1912.5
26224,0.0
26229,0.0
26232,540.0
26239,-0.5
26240,-12.0
26244,-1.5
26247,0.0
26248,-1.5
26249,71.5
26250,346.0
26253,272.0
26255,-13.5
26262,-0.5
26263,72.0
26264,0.0
26265,0.0
26266,58.5
26270,423.5
26271,1862.0
26273,-12.0
26277,1702.0
26278,202.0
26281,1208.0
26288,71.0
26289,-12.5
26292,-0.5
26293,-13.0
26301,71.0
26302,-0.5
26306,710.5
26307,683.0
26308,-13.0
26309,525.5
26310,-0.5
26312,-1.5
26313,48.0
26326,-9.0
26334,235.0
26335,979.0
26336,-1.5
26340,490.0
26347,176.0
26348,-10.5
26351,524.0
26360,724.5
26362,608.5
26363,171.5
26364,-12.0
26365,-12.0
26366,135.5
26367,1006.0
26370,69.0
26371,-1.0
26372,22549.0
26374,-0.5
26375,39.0
26378,0.0
26379,-7.5
26383,-1.5
26387,54.0
26388,542.5
26389,4961.0
26393,-12.0
26404,484.5
26409,128.5
26414,8258.5
26415,-0.5
26425,-12.0
