Facebook_news_id (by day),Facebook_avg_popularity (by day)
45762,275.0
45763,36.0
45764,-72.0
45767,65.5
45768,28.0
45773,0.0
45775,-10.5
45776,-10.5
45784,4192.0
45786,-72.0
45787,216.0
45788,639.0
45791,-72.0
45798,63659.0
45801,0.0
45805,684.0
45806,626.5
45807,478.0
45808,418.5
45810,2686.5
45811,1048.0
45825,261.0
45826,39.0
45828,15.0
45832,1622.0
45833,152.0
45834,37.0
45844,163.0
45845,97.5
45853,-14.5
45860,31.5
45867,255.0
45868,142.0
45869,518.0
45874,605.0
45879,228.0
45883,16273.5
45884,166.0
45885,413.0
45894,351.5
45895,292.5
45899,914.0
45900,872.0
45901,165.5
45902,199.5
45903,112.0
45911,278.0
45913,988.0
45914,-12.0
45922,168.0
45923,135.5
45927,-21.0
45934,169.5
45935,54.0
45936,60.0
45943,2620.0
45944,542.5
45945,-8.0
45947,404.5
45948,-18.5
45951,408.0
45954,-48.5
45958,447.5
45959,188.0
45961,-17.5
45964,62.0
45965,1110.5
45973,2492.0
45976,467.5
45977,154.0
45980,108.0
45981,196.5
45985,669.5
45986,312.0
45987,339.0
45988,210.5
45989,515.0
45993,829.5
45994,190.5
46001,12267.0
46004,4242.5
46008,1966.0
46011,261.5
46012,72.0
46013,463.5
46015,0.0
46016,2241.0
46018,101.5
46020,2970.0
46021,620.5
46024,723.0
46026,-49.5
46027,50.0
46031,441.0
46032,5029.0
46033,5423.0
46035,284.0
46041,1245.0
46042,1795.0
46043,379.0
46044,360.0
46047,2213.5
46048,261.0
46050,376.0
46053,18509.0
46054,-33.5
46055,-7.0
46056,369.0
46059,-39.5
46064,150.5
46065,-7.0
46076,66.0
46081,7073.5
46084,226.0
46097,265.5
46099,881.5
46101,2360.0
46102,554.0
46105,834.5
46107,3079.0
46108,10816.5
46111,903.0
46116,1144.0
46117,38.5
46118,-17.0
46124,1216.0
46125,-5.0
46135,3076.5
46136,240.5
46139,2643.0
46140,266.0
46141,-3.0
46148,787.0
46149,-4.5
46150,826.5
46157,-2.5
46158,6424.0
46159,752.0
46161,3846.5
46162,3811.0
46163,186.5
46164,62.0
46165,671.0
46168,-12.5
46175,1121.5
46176,-1.0
46180,750.0
46189,1484.5
46190,72.0
46191,328.5
46193,391.5
46194,-35.5
46196,249.5
46197,-40.5
46200,3523.0
46202,103.5
46206,439.5
46208,72.0
46210,823.0
46211,-11.5
46213,4801.5
46214,100.5
46215,144.0
46216,54.0
46219,2764.0
46223,850.0
46224,1284.5
46225,-40.0
46230,195.5
46235,124.0
46237,-57.5
46242,297.5
46243,97.0
46245,1230.0
46246,168.0
46247,322.0
46248,2619.0
46251,-72.0
46253,532.5
46254,180.0
46258,650.5
46259,459.0
46260,235.0
46261,475.0
46262,143.0
46264,689.5
46272,282.0
46277,1482.0
46278,49357.0
46282,58.0
46283,267.5
46284,51.0
46286,-70.5
46287,-23.0
46291,719.0
46292,51.0
46295,111.0
46299,-72.0
46301,-70.5
46303,130.0
46305,251.0
46315,-16.5
46316,-16.5
46317,183.0
46320,471.0
46326,116.0
46333,20.5
46335,604.0
46337,2566.0
46406,224.0
46409,479.5
46410,202.0
46411,-51.0
46344,-28.5
46346,134.0
46350,201.0
46352,327.0
46354,10706.5
46355,320.5
46359,24201.5
46361,483.5
46363,79.0
46364,-22.0
46365,1110.5
46366,-9.0
46368,305.0
46369,1187.5
46370,100.5
46371,421.0
46375,800.0
46384,26.0
46390,741.5
46391,1546.0
46396,1131.0
46400,872.5
46412,54.0
46413,313.0
46416,565.5
46423,-15.0
46427,1096.5
46438,0.0
46449,144.0
46502,64.0
46505,192.0
46513,63.0
46514,-18.5
46517,166.5
46518,-17.0
46520,13580.5
46523,246.5
46524,495.0
46526,-2.0
46529,-0.5
46532,-3.0
46533,-12.0
46537,450.0
46538,2535.5
46539,3964.0
46540,0.0
46541,1161.0
46542,-9.5
46543,806.5
46462,488.0
46476,-12.0
46477,4473.5
46480,44.0
46486,53.0
46487,58.0
46488,19.0
46545,-12.5
46550,113.5
46556,182.5
46567,-4.5
46569,1228.0
46571,111.5
46576,563.5
46579,-15.0
46583,0.0
46584,-72.0
46585,192.5
46591,1659.5
46599,379.0
46600,97.5
46604,2907.0
46606,1485.5
46607,52.5
46609,-1.5
46645,-10.5
46648,297.0
46650,-10.5
46652,463.0
46653,-9.5
46654,-8.5
46661,87.5
46662,255.5
46663,-7.0
46664,255.5
46665,-7.0
46670,2775.5
46675,495.0
46676,-9.5
46677,660.0
46681,630.5
46682,130.5
46686,1172.0
46687,65.0
46688,-72.0
46691,-16.5
46697,240.5
46699,-16.5
46700,-15.0
46704,9557.5
46705,895.0
46706,335.0
46707,49.0
46708,1310.5
46709,83.5
46712,-15.0
46716,-3.5
46717,1133.0
46718,363.0
46719,263.0
46720,533.0
46721,76.5
46722,-2.5
46723,280.5
46729,15.5
46730,69.0
46731,348.5
46733,3585.5
46734,388.5
46735,-1.5
46736,0.0
46738,67.0
46739,1977.0
46747,326.0
46748,72.0
46749,2850.5
46613,-17.0
46617,16825.5
46623,31.5
46627,90.0
46628,45.0
46631,3155.5
46632,-33.0
46634,3813.5
46636,20.0
46639,-12.5
46751,72.0
46752,184.5
46753,473.5
46757,2437.0
46758,568.5
46764,140.0
46765,162.5
46766,1438.5
46771,1294.0
46772,4553.0
46773,352.0
46774,455.5
46779,677.0
46780,72.0
46782,2391.0
46783,312.5
46784,0.0
46785,264.5
46791,-47.0
46795,999.0
46800,1877.5
46804,-10.5
46809,48.5
46810,829.5
46813,519.0
46814,576.0
46815,272.0
46821,0.0
46827,808.0
46828,677.5
46831,593.0
46832,299.0
46833,626.5
46834,427.5
46836,1125.0
46838,1167.0
46839,463.5
46840,3272.5
46841,10.5
46846,469.0
46847,73.5
46848,187.0
46855,1655.5
46857,-18.0
46859,843.0
46862,2884.0
46863,39.5
46865,2056.5
46868,2124.0
46869,1177.0
46870,951.5
46874,185.5
46877,36.0
46879,114.0
46883,173.5
46884,108.0
46887,122.0
46888,-19.0
46890,-14.0
46896,1908.0
46900,69.0
46906,90.0
46907,-23.5
46908,3186.5
46910,1045.5
46912,405.5
46915,-8.5
46916,580.0
46923,1320.5
46924,410.0
46928,280.5
46929,327.0
46934,644.0
46939,51.0
46942,486.5
46950,456.0
46951,-24.5
46957,173.0
46958,1623.0
46966,72.0
46974,175.0
46975,1901.0
46985,52.5
46986,594.0
46987,-11.0
46988,0.0
46995,689.0
46996,1307.0
46997,-21.0
46999,37.0
47000,-16.5
47002,73.0
47003,38.0
47004,40.0
47007,2391.0
47008,264.0
47014,-16.0
47015,187.5
47016,127.5
47017,7435.5
47018,7813.5
47022,3853.5
47023,1979.0
47025,90.0
47026,-17.5
47028,1031.5
47032,1152.5
47033,198.5
47034,822.0
47035,-12.5
47036,228.0
47037,-23.5
47038,24.0
47041,414.5
47042,44.0
47043,476.5
47044,4497.0
47045,-23.0
47048,3421.0
47049,151.0
47052,1096.5
47053,356.0
47059,961.0
47060,926.0
47061,183.0
47068,52.0
47069,257.0
47070,204.5
47074,667.5
47076,57.0
47079,487.0
47080,-7.0
47085,226.0
47086,2093.5
47087,284.5
47088,675.5
47090,240.0
47094,390.0
47095,502.5
47102,135.0
47104,236.0
47105,177.5
47107,2496.0
47108,-2.5
47109,67.0
47116,85.0
47119,1138.0
47121,97.0
47130,796.0
47132,121.5
47135,1966.5
47139,1466.5
47140,122.5
47141,545.5
47142,1710.0
47145,3250.5
47146,1465.5
47147,1689.0
47151,63.0
47153,270.0
47154,746.5
47156,181.0
47158,94.0
47160,505.0
47161,94.5
47162,-32.5
47163,-36.5
47164,-30.0
47165,908.5
47168,749.5
47169,60.0
47176,41.0
47178,-26.0
47182,596.0
47185,6357.0
47186,2122.0
47187,-16.0
47190,1128.0
47191,695.0
47195,200.5
47201,672.0
47202,351.0
47204,2548.0
47205,1885.5
47209,115.5
47210,-10.0
47211,91.5
47213,1351.5
47216,454.5
47217,40.5
47221,494.0
47222,-8.0
47224,-20.0
47226,-10.0
47234,372.0
47235,210.5
47239,251.5
47240,870.0
47247,238.0
47248,-17.0
47249,12.0
47256,1367.5
47257,968.5
47259,293.0
47262,106.5
47264,1679.0
47273,2768.5
47274,727.5
47275,5175.0
47281,1674.0
47282,595.0
47285,-5.5
47286,211.0
47287,200.0
47289,2243.0
47291,-56.5
47293,5366.0
47294,200.0
47298,1551.5
47299,213.5
47300,231.0
47304,339.0
47307,213.0
47263,5415.0
47316,477.0
47319,953.5
47324,11.0
47327,7606.0
47328,360.0
47331,402.5
47332,521.0
47333,507.5
47334,-11.0
47336,2583.0
47337,144.0
47340,-30.0
47342,412.0
47343,112.0
47344,-17.0
47346,-30.0
47348,3547.0
47349,117.0
47351,-6.5
47353,42.0
47354,909.5
47356,-27.0
47361,-12.0
47368,554.5
47370,38204.5
47377,178.0
47384,3623.5
47385,52.0
47391,51.0
47397,-5.0
47398,1276.0
47399,931.0
47401,129.0
47402,-15.0
47403,-24.0
47405,584.0
47406,331.5
47408,484.0
47409,95.0
47410,1015.0
47420,32702.5
47425,288.0
47426,1487.5
47430,341.0
47431,150.0
47432,209.0
47434,175.0
47435,45.0
47438,121.5
47441,72.0
47445,1903.5
47446,7479.0
47450,177.0
47451,153.5
47452,18.5
47453,-10.5
47455,576.0
47456,189.5
47457,0.0
47459,-11.0
47461,53.0
47465,220.0
47466,977.0
47467,3396.0
47471,269.0
47505,3992.0
47511,111.5
47512,412.0
47513,11431.0
47517,704.0
47519,364.5
47520,216.5
47525,2454.0
47526,-19.5
47529,164.0
47533,337.5
47534,188.0
47535,55.5
47536,8916.0
47541,386.5
47542,1022.5
47544,418.5
47547,394.5
47551,110.0
47552,-72.0
47553,1084.0
47554,-22.0
47561,1072.5
47562,160.0
47563,571.5
47566,478.0
47567,477.0
47569,8276.5
47570,1782.0
47572,-20.0
47574,1277.0
47576,1213.5
47578,389.5
47579,213.0
47580,73.5
47581,-20.0
47584,833.5
47588,190.0
47589,220.5
47590,33460.0
47593,402.0
47594,564.5
47599,408.0
47600,-14.5
47603,5199.0
47604,-13.0
47606,6122.5
47607,411.0
47608,434.5
47609,451.5
47473,410.5
47474,3173.5
47475,-72.0
47479,23589.5
47480,6001.0
47481,572.5
47482,335.5
47483,36.0
47484,36.0
47485,312.5
47494,4530.0
47495,657.0
47496,217.0
47501,153.0
47614,547.0
47615,51.0
47617,240.0
47623,2457.0
47629,0.0
47636,272.0
47641,856.0
47642,304.0
47645,38.0
47646,81.0
47648,-33.5
47649,-34.5
47650,-31.0
47651,0.0
47652,349.0
47655,17.0
47657,326.0
47658,40.5
47660,4777.0
47661,99.0
47666,-26.0
47674,161.5
47675,419.5
47679,168.0
47681,11959.0
47682,230.5
47690,296.5
47692,1181.5
47697,-21.0
47701,1393.0
47702,449.0
47703,-21.0
47705,-20.0
47710,1419.0
47711,1129.0
47714,5903.0
47720,248.0
47727,-6.5
47730,-72.0
47731,-18.0
47739,2137.0
47740,2123.0
47741,1734.5
47744,-17.0
47751,194.0
47752,330.0
47754,752.5
47759,62.0
47764,1260.5
47765,-14.0
47766,403.0
47770,1492.0
47773,3958.0
47778,314.5
47779,253.0
47780,683.5
47782,263.5
47785,-11.0
47786,192.5
47789,695.0
47790,3316.0
47791,1.5
47793,529.5
47795,1314.0
47800,-10.5
47801,-16.0
47802,2402.5
47803,344.0
47806,427.0
47808,-17.0
47811,392.0
47812,947.5
47813,363.5
47814,1174.5
47815,1559.5
47817,30801.0
47824,22.0
47825,283.5
47826,-16.5
47827,575.0
47831,615.0
47835,2510.5
47837,-26.5
47840,17.0
47841,27.5
47842,-26.5
47845,821.0
47847,462.5
47853,824.0
47859,388.0
47863,175.5
47865,611.5
47866,599.5
47869,380.0
47876,1243.5
47878,678.0
47881,206.5
47883,46.0
47884,216.0
47885,193.0
47886,-34.0
47895,6065.0
47898,40.0
47899,-3.0
47907,1861.5
47908,0.0
47911,676.5
47914,489.0
47922,44.0
47926,618.0
47929,199.5
47931,27.0
47940,6969.0
47944,22.5
47946,4363.5
47948,-9.0
47953,-12.0
47959,635.5
47965,361.0
47975,611.0
47985,283.0
47986,117.5
47989,583.5
47991,936.5
47993,279.0
47997,434.5
47998,-7.5
48006,-72.0
48011,66.0
48012,1121.5
48014,-29.0
48015,-29.5
48017,78.5
48022,285.0
48023,410.0
48024,188.0
48025,10272.0
48026,-18.5
48027,-14.0
48037,421.0
48039,-10.5
48043,3808.5
48044,1631.5
48046,2111.5
48047,38.0
48050,-21.5
48051,2152.0
48052,521.0
48055,-9.5
48057,-21.5
48069,-17.0
48071,273.0
48073,798.0
48074,2853.0
48075,1944.0
48080,227.0
48090,4126.0
48102,39.0
48106,4113.5
48107,0.0
48108,0.0
48110,669.0
48112,80.0
48116,1516.0
48117,-72.0
48118,138.5
48123,252.0
48124,43.0
48134,-72.0
48140,240.0
48141,138.5
48145,615.5
48146,-72.0
48151,-16.0
48152,67.5
48154,72.0
48156,169.5
48162,422.0
48165,-10.5
48166,25.0
48169,3466.0
48173,170.0
48176,-72.0
48178,1503.5
48179,0.0
48183,0.0
48185,1645.0
48186,122.5
48187,181.0
48191,-6.0
48193,0.0
48194,0.0
48196,72.0
48197,53.5
48201,48.0
48202,0.0
48203,1647.0
48204,0.0
48205,108.0
48209,72.0
48210,0.0
48211,74.5
48212,-10.5
48214,1288.5
48215,0.0
48221,-17.5
48222,-17.0
48226,1796.5
48227,37.0
48228,16.0
48229,96.0
48230,-16.5
48231,-28.5
48234,152.0
48242,522.5
48243,327.0
48244,547.0
48245,99.0
48248,270.0
48254,530.0
48256,1434.5
48259,1326.0
48260,-13.5
48264,708.0
48266,47.0
48269,3978.0
48270,491.0
48272,106.0
48275,283.5
48276,1226.5
48277,11462.5
48278,786.5
48279,75.5
48280,334.5
48283,176.0
48285,454.5
48286,240.5
48288,37.5
48290,33.5
48291,29.0
48293,300.0
48294,53.0
48295,291.0
48298,524.5
48300,367.0
48301,1544.5
48302,141.0
48303,750.0
48304,626.5
48305,492.0
48307,675.0
48308,39.0
48309,180.0
48310,463.0
48311,174.0
48315,173.0
48316,-7.0
48318,-19.0
48320,-72.0
48322,74.5
48324,7548.5
48326,1739.5
48327,1766.0
48330,1026.5
48333,673.0
48334,-15.0
48335,728.5
48336,520.5
48343,48.5
48346,576.0
48347,67.0
48348,101.0
48349,1274.0
48354,2482.5
48355,-1.0
48356,162.5
48359,142.5
48363,549.0
48364,-1.5
48365,150.0
48368,275.5
48369,1309.0
48370,-11.0
48371,-11.0
48373,1212.5
48378,94.5
48379,0.0
48381,423.0
48383,-10.5
48386,109.5
48388,-6.0
48392,3993.0
48401,995.0
48404,51.0
48406,598.0
48407,645.0
48410,-15.0
48418,425.5
48419,138.0
48420,0.0
48424,281.5
48428,-7.5
48431,585.5
48432,-11.0
48435,3617.5
48439,288.0
48440,207.5
48441,710.0
48442,-10.5
48443,82.0
48444,-11.0
48445,-14.0
48446,34.0
48450,-10.5
48451,-12.0
48458,0.0
48460,280.5
48461,468.0
48465,7444.5
48468,422.0
48473,1007.5
48478,0.0
48485,-6.5
48486,179.0
48487,968.5
48488,32.0
48489,0.0
48491,0.0
48492,192.0
48498,1064.5
48502,310.5
48503,588.0
48509,324.0
48514,215.5
48517,1092.0
48518,31.0
48519,224.0
48520,430.0
48521,730.5
48522,3156.5
48523,160.0
48527,727.0
48537,50.0
48540,320.0
48548,-59.5
48555,653.5
48557,-22.0
48558,28.0
48563,278.5
48564,-9.0
48565,52.0
48566,332.0
48567,29.0
48569,49.0
48571,-21.5
48573,468.0
48574,-21.5
48575,-22.0
48579,-19.5
48584,475.0
48585,568.0
48586,-19.5
48587,-19.5
48588,-11.0
48593,1751.5
48594,956.5
48595,837.0
48596,-17.0
48602,19761.0
48603,383.0
48605,1953.0
48610,108.0
48611,40.0
48612,337.5
48615,914.0
48616,327.0
48617,178.5
48619,210.5
48622,1184.0
48623,318.0
48630,240.5
48631,153.0
48632,-1.0
48635,139.5
48636,115.5
48637,158.0
48643,612.0
48651,4126.5
48652,771.0
48655,363.0
48658,812.0
48661,154.5
48664,0.0
48667,569.5
48668,0.0
48670,1148.0
48672,96.0
48673,8757.5
48677,490.5
48678,-33.5
48679,98.0
48680,1351.0
48683,774.5
48693,122.0
48699,3703.5
48700,112.5
48703,1562.0
48708,827.0
48710,7.0
48717,56.0
48718,184.0
48719,-20.5
48720,139.0
48721,4518.5
48722,281.5
48723,139.0
48727,-8.0
48730,157.0
48732,7736.5
48733,194.0
48734,786.0
48735,1061.5
48739,1115.0
48742,9573.5
48745,318.0
48751,907.5
48752,41.0
48753,-15.0
48758,1738.5
48760,952.0
48761,1675.0
48763,-42.0
48764,2655.5
48767,134.0
48771,351.5
48772,-15.0
48776,136.5
48777,793.5
48783,325.0
48784,673.5
48791,828.0
48792,218.5
48793,72.0
48794,539.5
48795,-11.5
48800,580.5
48801,150.0
48803,385.0
48804,243.0
48806,74.0
48807,344.0
48808,3208.0
48811,3386.0
48812,553.0
48813,-11.0
48816,186.0
48819,880.5
48820,504.0
48821,2506.0
48822,7309.0
48823,190.0
48824,1294.0
48825,181.5
48838,791.0
48839,385.5
48843,122.0
48844,-21.0
48854,285.0
48855,66.0
48856,-27.5
48860,355.5
48861,493.0
48862,-27.5
48863,-2.0
48865,1224.0
48866,-26.5
48869,453.5
48870,594.0
48878,78.0
48879,306.5
48884,107.0
48885,453.0
48886,27.0
48889,-2.0
48895,81.0
48897,-16.5
48903,933.5
48904,-19.0
48913,27.0
48917,49.0
48918,-5.5
48920,733.5
48922,285.5
48926,79.5
48928,82.0
48929,41.0
48933,120.0
48936,-14.5
48937,1062.5
48938,31.0
48940,67.0
48952,598.0
48954,288.0
48956,48.5
48961,1116.0
48962,144.0
48965,0.0
48966,519.0
48967,266.0
48969,358.5
48977,0.0
48979,-10.5
48985,416.5
48987,58.0
48988,226.0
48989,72.0
48994,318.0
49002,1267.5
49003,152.0
49006,20.0
49007,210.5
49008,522.5
49009,90.0
49019,219.0
49024,-25.5
49028,630.0
49029,-14.5
49033,42.0
49036,103.5
49037,213.0
49038,773.0
49042,-13.0
49051,819.5
49055,521.0
49059,428.0
49060,-9.0
49064,432.0
49070,65.0
49073,7.5
49074,250.5
49086,2226.5
49087,324.0
49088,5689.0
49092,245.5
49093,258.0
49094,5.5
49095,466.0
49096,-17.5
49099,-8.0
49102,982.5
49105,743.5
49107,-16.0
49109,697.5
49110,171.5
49112,1370.5
49116,1206.5
49117,175.0
49118,-72.0
49123,731.0
49124,129.0
49125,-15.5
49127,1750.5
49131,302.0
49137,19650.0
49138,288.0
49142,586.5
49143,208.0
49154,419.5
49155,144.0
49161,35.5
49162,2625.5
49168,72.0
49173,543.0
49174,764.0
49176,885.0
49177,409.0
49183,112.5
49204,318.0
49221,279.0
49222,758.0
49223,-32.5
49228,53.0
49229,44.0
49230,373.5
49234,153.0
49236,999.5
49239,-24.5
49244,840.0
49246,147.0
49251,-12.0
49252,125.5
49261,366.0
49275,414.0
49276,130.0
49281,300.0
49287,1678.5
49293,1212.0
49295,85.5
49300,71.5
49314,1477.0
49315,58.0
49320,368.0
49321,588.0
49325,40.5
49332,268.0
49338,361.0
49339,1067.5
49348,420.0
49351,183.0
49352,273.0
49353,692.0
49355,2743.5
49356,4715.0
49357,161.0
49362,440.0
49368,421.5
49369,1271.0
49370,406.5
49371,121.5
49372,232.5
49376,690.0
49383,4378.0
49385,-11.0
49388,144.0
49389,2018.0
49390,-11.0
49391,449.0
49393,251.5
49394,272.5
49395,0.0
49399,170.0
49404,1401.5
49405,160.0
49409,1347.5
49410,1356.0
49418,-10.5
49421,252.0
49422,344.5
49427,403.5
49428,2616.5
49433,887.0
49434,309.0
49435,57.0
49437,-27.5
49442,205.5
49445,330.5
49446,146.0
49450,539.0
49451,281.0
49462,13000.0
49463,-13.0
49464,-17.5
49468,1095.0
49469,308.0
49470,-25.0
49471,120.0
49472,-25.0
49474,175.0
49475,413.0
49476,25751.0
49477,475.5
49478,585.0
49479,373.5
49480,199.5
49483,-21.5
49484,584.5
49485,127.0
49486,187.0
49487,-18.0
49488,10757.5
49495,96.5
49496,1516.0
49498,623.5
49499,2167.5
49500,205.0
49502,627.5
49503,37.5
49504,409.5
49505,47.0
49507,235.5
49509,134.0
49513,578.0
49514,456.0
49518,24.0
49519,79.0
49527,143.5
49529,652.0
49532,5417.5
49533,396.0
49534,-10.5
49535,328.0
49536,1087.5
49537,534.0
49539,2039.5
49540,1030.5
49542,147.5
49545,51.0
49547,131.5
49556,-66.0
49558,620.5
49560,3996.0
49562,-26.0
49564,1546.0
49566,-13.0
49567,-6.0
49568,-25.0
49569,252.5
49570,-30.5
49571,4232.5
49572,403.0
49573,-25.5
49580,652.0
49581,-48.5
49582,-10.5
49583,180.0
49589,294.5
49591,-10.0
49593,1905.0
49595,-3.0
49596,-48.5
49597,-18.0
49602,553.0
49603,424.5
49604,-37.5
49606,-16.0
49611,-5.5
49612,85.5
49613,653.0
49617,-48.5
49624,2901.5
49627,739.0
49629,-12.5
49634,51.0
49635,790.0
49654,-48.5
49658,244.0
49666,943.5
49670,321.5
49674,405.5
49690,46.0
49691,-72.0
49696,-72.0
49697,1818.0
49698,7.5
49704,1783.0
49705,2231.5
49706,2799.5
49707,0.0
49715,776.5
49724,-17.0
49726,-72.0
49731,378.0
49732,0.0
49735,13.0
49737,37.0
49743,180.5
49745,220.0
49748,161.0
49753,2733.5
49755,-22.0
49758,-21.5
49766,-8.5
49767,-72.0
49774,183.0
49795,227.0
49812,816.0
49813,1020.5
49817,2947.0
49822,111.0
49823,64.0
49824,387.0
49827,-0.5
49833,212.0
49834,-11.5
49835,860.0
49836,725.0
49844,2544.0
49845,0.0
49850,15023.0
49851,167.0
49855,-1.5
49857,391.0
49858,1062.5
49859,116.0
49861,-1.5
49864,0.0
49869,326.0
49870,112.0
49871,72.0
49877,0.0
49879,0.0
49886,495.0
49887,0.0
49888,0.0
49890,-11.0
49893,72.0
49894,96.0
49895,374.0
49897,-10.5
49901,1463.5
49902,31.5
49903,1413.5
49904,0.0
49905,0.0
49908,0.0
49911,-11.5
49918,0.0
49919,11098.5
49921,993.0
49924,72.0
49925,101.0
49926,848.0
49927,125.5
49930,94.5
49935,92.5
49936,753.5
49937,560.0
49938,332.5
49940,221.5
49941,29.5
49942,891.5
49944,454.5
49945,1170.5
49946,31.0
49948,1482.5
49949,699.0
49952,-12.0
49953,26.0
49957,125.5
49958,-10.5
49984,147.5
49964,82.5
49965,154.0
49971,2930.0
49972,208.0
49973,125.0
49974,1645.5
49975,1503.0
49977,97.5
49979,63.0
49980,-29.0
49982,129.0
49983,-26.5
49990,-23.0
49991,-14.0
49993,-26.5
49999,237.0
50000,-13.5
50001,110.0
50002,187.5
50003,365.0
50004,-29.0
50007,292.5
50008,166.0
50016,623.5
50017,122.0
50018,237.0
50020,776.0
50025,5758.0
50026,215.5
50028,209.5
50029,127.5
50030,-15.5
50031,-20.0
50035,120.0
50036,654.0
50037,400.0
50038,5326.0
50041,425.0
50043,396.5
50045,193.5
50047,-35.0
50048,61.0
50050,-16.0
50053,903.5
50054,170.0
50064,0.0
50067,288.0
50069,1251.0
50074,724.5
50078,454.5
50081,271.5
50088,0.0
50089,36.0
50090,0.0
50091,-10.5
50092,-10.5
50096,316.5
50097,479.5
50098,0.0
50099,-10.5
50103,241.0
50104,213.0
50107,13315.5
50113,655.5
50115,144.0
50116,376.5
50117,2567.0
50119,297.0
50120,317.5
50122,-42.5
50125,185.0
50132,5260.5
50136,336.0
50140,372.0
50143,1691.0
50144,2018.5
50145,4148.0
50146,-27.5
50148,441.0
50149,594.0
50150,377.0
50151,-27.0
50153,5288.0
50154,4625.5
50155,724.0
50156,262.5
50157,-27.0
50158,173.0
50159,847.5
50162,1478.0
50163,46.0
50164,-25.0
50167,577.0
50169,20.0
50172,642.0
50173,6515.0
50174,24.0
50177,-11.5
50178,120.0
50181,463.5
50182,-11.5
50183,320.0
50184,1292.5
50185,-16.5
50186,-12.0
50187,4624.5
50190,782.0
50191,1059.5
50196,359.0
50203,109.5
50204,558.0
50211,362.0
50212,-20.5
50216,303.0
50217,3587.0
50218,136.0
50222,372.0
50223,-8.0
50225,318.0
50226,-19.0
50228,-20.0
50229,2258.0
50230,430.0
50231,520.5
50236,303.0
50237,-17.0
50239,385.0
50240,-5.0
50248,270.5
50252,156.0
50254,773.0
50257,256.0
50261,205.0
50273,-12.0
50276,357.0
50285,870.0
50286,277.5
50287,0.0
50288,33.0
50289,-36.5
50300,72.0
50311,265.5
50313,-7.5
50314,144.0
50317,-11.0
50319,72.0
50332,-72.0
50339,-72.0
50371,-72.0
50377,-72.0
50380,-72.0
50459,461.0
50460,489.0
50461,671.0
50462,-72.0
50463,393.0
50464,503.0
50465,1997.5
50466,205.5
50467,172.0
50468,1762.5
50469,1361.0
50470,150.0
50471,207.5
50472,293.5
50473,-12.0
50474,529.0
50475,393.0
50476,33.0
50477,-8.5
50478,189.0
50479,-72.0
50480,214.5
50481,282.0
50482,153.0
50483,513.0
50484,-3.0
50485,24.0
50486,389.5
50487,546.5
50488,169.0
50489,-12.0
50490,378.0
50491,54.0
50492,15.0
50493,-72.0
50494,-72.0
50495,160.5
50496,1499.0
50497,63.0
50498,-12.0
50499,-72.0
50500,1889.0
50556,-14.5
50557,75.5
50558,135.5
50559,855.0
50560,-33.5
50561,-72.0
50562,224.0
50563,222.0
50564,-72.0
50565,-72.0
50566,321.0
50567,-46.5
50568,-72.0
50569,-72.0
50570,-72.0
50571,-72.0
50572,-72.0
50573,-72.0
50574,-67.0
50575,-72.0
50577,-68.0
50578,-72.0
50579,-13.0
50582,78.5
50583,-72.0
50584,604.0
50585,-72.0
50586,-62.0
50587,187.5
50589,-72.0
50590,11487.5
50591,-72.0
50592,1033.0
50593,-11.0
50594,-72.0
50595,-60.5
50596,-53.0
50597,-72.0
50598,-22.0
50599,-42.0
50600,-18.0
50606,1011.0
50607,321.0
50615,-72.0
50616,-47.5
50617,10928.5
50618,-72.0
50619,12.0
50622,-72.0
50628,196.0
50629,456.5
50634,-72.0
50635,27.5
50641,277.5
50642,2284.0
50643,0.0
50644,-72.0
50645,-72.0
50653,69.0
50654,709.0
50655,0.0
50656,69.0
50657,-9.5
50658,0.0
50659,1057.5
50661,46.0
50667,572.5
50668,-10.5
50674,2825.5
50675,622.0
50676,104.5
50677,-72.0
50681,-72.0
50682,878.0
50686,3007.5
50693,499.0
50694,282.5
50695,887.0
50700,2500.5
50701,45.0
50703,891199.5
50706,300.5
50708,305.0
50713,103.5
50714,-29.0
50716,2146.0
50717,94.5
50722,215.5
50724,50.0
50725,2983.5
50727,280.5
50728,145.5
50734,484.5
50736,-72.0
50739,288.0
50740,390.5
50741,-72.0
50744,135.0
50751,-72.0
50756,595.0
50760,401.0
50762,558.0
50766,-10.5
50767,291.0
50774,298.5
50775,-72.0
50781,224.5
50785,1509.5
50787,144.0
50794,91.5
50795,203.0
50797,136.5
50798,-32.5
50799,525.5
50802,348.0
50805,238.5
50809,-72.0
50810,190.5
50811,262.0
50817,350.0
50818,795.5
50822,-22.0
50823,44.5
50826,-72.0
50829,943.0
50836,85.5
50838,-21.0
50841,-21.0
50844,1013.5
50851,2407.5
50855,561.5
50856,1818.0
50860,325.5
50864,83.5
50865,333.0
50869,176.5
50872,1248.0
50873,545.0
50879,444.0
50882,602.0
50883,1395.5
50886,90.0
50887,-10.5
50892,-72.0
50898,7400.0
50899,-21.5
50902,260.5
50903,-22.5
50905,5906.0
50906,202.0
50908,68.5
50910,1103.5
50913,-72.0
50914,-13.5
50916,36.0
50919,158.0
50925,-45.0
50931,-8.5
50941,272.0
50942,239.0
50943,424.5
50950,45.0
50954,36.5
50957,73.5
50960,-58.5
50966,461.0
